강수분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 서울
기간 : 20031201~20221231

날짜,지점,강수량(mm)
2007-06-16,108,
2007-06-17,108,
2007-06-18,108,
2007-06-19,108,
2007-06-20,108,0
2007-06-21,108,14
2007-06-22,108,0.1
2007-06-23,108,0.1
2007-06-24,108,6
2007-06-25,108,7
2007-06-26,108,
2007-06-27,108,0
2007-06-28,108,22
2007-06-29,108,4
2007-06-30,108,0.1
2007-07-01,108,31
2007-07-02,108,76
2007-07-03,108,1
2007-07-04,108,31.5
2007-07-05,108,0
2007-07-06,108,
2007-07-07,108,0
2007-07-08,108,
2007-07-09,108,0.5
2007-07-10,108,3.5
2007-07-11,108,35.5
2007-07-12,108,0
2007-07-13,108,
2007-07-14,108,0
2007-07-15,108,0
2007-07-16,108,35.5
2007-07-17,108,2.5
2007-07-18,108,
2007-07-19,108,29.5
2007-07-20,108,0.4
2007-07-21,108,0.2
2007-07-22,108,
2007-07-23,108,
2007-07-24,108,19
2007-07-25,108,0.5
2007-07-26,108,
2007-07-27,108,
2007-07-28,108,
2007-07-29,108,7.5
2007-07-30,108,
2007-07-31,108,
2007-08-01,108,1
2007-08-02,108,5
2007-08-03,108,0.5
2007-08-04,108,42
2007-08-05,108,0.1
2007-08-06,108,0.5
2007-08-07,108,32
2007-08-08,108,40.5
2007-08-09,108,31
2007-08-10,108,3.5
2007-08-11,108,0
2007-08-12,108,9
2007-08-13,108,2.5
2007-08-14,108,26.5
2007-08-15,108,6.5
2007-08-16,108,6
2007-08-17,108,
2007-08-18,108,
2007-08-19,108,
2007-08-20,108,2.5
2007-08-21,108,2
2007-08-22,108,9.5
2007-08-23,108,
2007-08-24,108,
2007-08-25,108,
2007-08-26,108,
2007-08-27,108,17
2007-08-28,108,
2007-08-29,108,0
2007-08-30,108,
2007-08-31,108,
2007-09-01,108,22
2007-09-02,108,0.3
2007-09-03,108,2
2007-09-04,108,0.5
2007-09-05,108,2
2007-09-06,108,19
2007-09-07,108,
2007-09-08,108,
2007-09-09,108,1.5
2007-09-10,108,
2007-09-11,108,
2007-09-12,108,
2007-09-13,108,
2007-09-14,108,44.5
2007-09-15,108,15.5
2007-09-16,108,3.5
2007-09-17,108,
2007-09-18,108,36.5
2007-09-19,108,48.5
2007-09-20,108,18
2007-09-21,108,6.5
2007-09-22,108,0
2007-09-23,108,0.4
2007-09-24,108,0.5
2007-09-25,108,
2007-09-26,108,
2007-09-27,108,19.5
2007-09-28,108,0.5
2007-09-29,108,0.2
2007-09-30,108,0.5
2007-10-01,108,0
2007-10-02,108,
2007-10-03,108,1
2007-10-04,108,1.5
2007-10-05,108,
2007-10-06,108,
2007-10-07,108,1.5
2007-10-08,108,
2007-10-09,108,
2007-10-10,108,0
2007-10-11,108,0
2007-10-12,108,
2007-10-13,108,
2007-10-14,108,
2007-10-15,108,
2007-10-16,108,
2007-10-17,108,
2007-10-18,108,
2007-10-19,108,6.5
2007-10-20,108,
2007-10-21,108,
2007-10-22,108,
2007-10-23,108,
2007-10-24,108,
2007-10-25,108,6
2007-10-26,108,1
2007-10-27,108,
2007-10-28,108,22
2007-10-29,108,
2007-10-30,108,
2007-10-31,108,0
2007-11-01,108,
2007-11-02,108,
2007-11-03,108,
2007-11-04,108,
2007-11-05,108,
2007-11-06,108,
2007-11-07,108,
2007-11-08,108,
2007-11-09,108,0.3
2007-11-10,108,
2007-11-11,108,
2007-11-12,108,
2007-11-13,108,
2007-11-14,108,
2007-11-15,108,0.3
2007-11-16,108,
2007-11-17,108,2
2007-11-18,108,
2007-11-19,108,5.5
2007-11-20,108,0.3
2007-11-21,108,2.5
2007-11-22,108,
2007-11-23,108,15
2007-11-24,108,
2007-11-25,108,
2007-11-26,108,0.5
2007-11-27,108,
2007-11-28,108,
2007-11-29,108,
2007-11-30,108,
2007-12-01,108,
2007-12-02,108,
2007-12-03,108,0
2007-12-04,108,
2007-12-05,108,
2007-12-06,108,0.5
2007-12-07,108,2.5
2007-12-08,108,
2007-12-09,108,
2007-12-10,108,1.5
2007-12-11,108,0.5
2007-12-12,108,
2007-12-13,108,
2007-12-14,108,0.7
2007-12-15,108,2.1
2007-12-16,108,
2007-12-17,108,
2007-12-18,108,0.1
2007-12-19,108,
2007-12-20,108,0.7
2007-12-21,108,
2007-12-22,108,
2007-12-23,108,
2007-12-24,108,
2007-12-25,108,
2007-12-26,108,
2007-12-27,108,0.4
2007-12-28,108,2
2007-12-29,108,1.7
2007-12-30,108,0
2007-12-31,108,0
2008-01-01,108,
2008-01-02,108,
2008-01-03,108,
2008-01-04,108,
2008-01-05,108,
2008-01-06,108,
2008-01-07,108,
2008-01-08,108,
2008-01-09,108,
2008-01-10,108,
2008-01-11,108,6.7
2008-01-12,108,
2008-01-13,108,
2008-01-14,108,
2008-01-15,108,
2008-01-16,108,
2008-01-17,108,
2008-01-18,108,
2008-01-19,108,
2008-01-20,108,
2008-01-21,108,4.5
2008-01-22,108,6.5
2008-01-23,108,
2008-01-24,108,
2008-01-25,108,
2008-01-26,108,
2008-01-27,108,
2008-01-28,108,
2008-01-29,108,
2008-01-30,108,0
2008-01-31,108,
2008-02-01,108,
2008-02-02,108,
2008-02-03,108,
2008-02-04,108,
2008-02-05,108,
2008-02-06,108,
2008-02-07,108,
2008-02-08,108,0
2008-02-09,108,0
2008-02-10,108,
2008-02-11,108,
2008-02-12,108,
2008-02-13,108,
2008-02-14,108,
2008-02-15,108,
2008-02-16,108,
2008-02-17,108,
2008-02-18,108,
2008-02-19,108,
2008-02-20,108,
2008-02-21,108,
2008-02-22,108,1
2008-02-23,108,
2008-02-24,108,
2008-02-25,108,6.6
2008-02-26,108,7.4
2008-02-27,108,
2008-02-28,108,
2008-02-29,108,
2008-03-01,108,
2008-03-02,108,0.2
2008-03-03,108,
2008-03-04,108,4
2008-03-05,108,
2008-03-06,108,0.1
2008-03-07,108,
2008-03-08,108,
2008-03-09,108,
2008-03-10,108,
2008-03-11,108,
2008-03-12,108,
2008-03-13,108,0.4
2008-03-14,108,0
2008-03-15,108,0
2008-03-16,108,0
2008-03-17,108,
2008-03-18,108,
2008-03-19,108,
2008-03-20,108,
2008-03-21,108,
2008-03-22,108,7
2008-03-23,108,27.5
2008-03-24,108,1
2008-03-25,108,0.5
2008-03-26,108,
2008-03-27,108,0
2008-03-28,108,
2008-03-29,108,13
2008-03-30,108,0.2
2008-03-31,108,
2008-04-01,108,
2008-04-02,108,2.5
2008-04-03,108,
2008-04-04,108,
2008-04-05,108,
2008-04-06,108,1
2008-04-07,108,0.5
2008-04-08,108,
2008-04-09,108,11.5
2008-04-10,108,1.5
2008-04-11,108,
2008-04-12,108,0.3
2008-04-13,108,0.1
2008-04-14,108,
2008-04-15,108,
2008-04-16,108,
2008-04-17,108,
2008-04-18,108,
2008-04-19,108,
2008-04-20,108,
2008-04-21,108,
2008-04-22,108,8
2008-04-23,108,4
2008-04-24,108,
2008-04-25,108,2
2008-04-26,108,7
2008-04-27,108,0.1
2008-04-28,108,
2008-04-29,108,
2008-04-30,108,
2008-05-01,108,
2008-05-02,108,
2008-05-03,108,
2008-05-04,108,1
2008-05-05,108,0.1
2008-05-06,108,
2008-05-07,108,9.5
2008-05-08,108,0
2008-05-09,108,
2008-05-10,108,
2008-05-11,108,
2008-05-12,108,0
2008-05-13,108,1.5
2008-05-14,108,
2008-05-15,108,
2008-05-16,108,0
2008-05-17,108,
2008-05-18,108,30
2008-05-19,108,0.1
2008-05-20,108,
2008-05-21,108,4
2008-05-22,108,
2008-05-23,108,
2008-05-24,108,
2008-05-25,108,
2008-05-26,108,
2008-05-27,108,
2008-05-28,108,51.5
2008-05-29,108,
2008-05-30,108,
2008-05-31,108,
2008-06-01,108,
2008-06-02,108,62.5
2008-06-03,108,10
2008-06-04,108,5
2008-06-05,108,7.5
2008-06-06,108,
2008-06-07,108,0
2008-06-08,108,4.5
2008-06-09,108,
2008-06-10,108,
2008-06-11,108,
2008-06-12,108,10.5
2008-06-13,108,
2008-06-14,108,
2008-06-15,108,
2008-06-16,108,
2008-06-17,108,3
2008-06-18,108,46
2008-06-19,108,
2008-06-20,108,
2008-06-21,108,0
2008-06-22,108,6.5
2008-06-23,108,
2008-06-24,108,
2008-06-25,108,
2008-06-26,108,
2008-06-27,108,
2008-06-28,108,2
2008-06-29,108,7.5
2008-06-30,108,
2008-07-01,108,
2008-07-02,108,14.5
2008-07-03,108,9
2008-07-04,108,0.1
2008-07-05,108,5
2008-07-06,108,
2008-07-07,108,0.5
2008-07-08,108,
2008-07-09,108,
2008-07-10,108,
2008-07-11,108,
2008-07-12,108,50.5
2008-07-13,108,11.5
2008-07-14,108,
2008-07-15,108,
2008-07-16,108,10.5
2008-07-17,108,
2008-07-18,108,
2008-07-19,108,108.5
2008-07-20,108,124
2008-07-21,108,5
2008-07-22,108,0.1
2008-07-23,108,7
2008-07-24,108,127.5
2008-07-25,108,24
2008-07-26,108,32
2008-07-27,108,0.1
2008-07-28,108,
2008-07-29,108,
2008-07-30,108,0.5
2008-07-31,108,0.5
2008-08-01,108,0
2008-08-02,108,22
2008-08-03,108,1
2008-08-04,108,
2008-08-05,108,
2008-08-06,108,
2008-08-07,108,
2008-08-08,108,
2008-08-09,108,2
2008-08-10,108,
2008-08-11,108,0.2
2008-08-12,108,65.5
2008-08-13,108,27
2008-08-14,108,
2008-08-15,108,4
2008-08-16,108,9
2008-08-17,108,0.5
2008-08-18,108,39
2008-08-19,108,0
2008-08-20,108,0
2008-08-21,108,
2008-08-22,108,72.5
2008-08-23,108,5
2008-08-24,108,
2008-08-25,108,3.5
2008-08-26,108,
2008-08-27,108,
2008-08-28,108,
2008-08-29,108,
2008-08-30,108,
2008-08-31,108,
2008-09-01,108,72.5
2008-09-02,108,5.5
2008-09-03,108,
2008-09-04,108,
2008-09-05,108,0.2
2008-09-06,108,
2008-09-07,108,
2008-09-08,108,
2008-09-09,108,
2008-09-10,108,
2008-09-11,108,0.5
2008-09-12,108,
2008-09-13,108,
2008-09-14,108,
2008-09-15,108,
2008-09-16,108,
2008-09-17,108,
2008-09-18,108,
2008-09-19,108,
2008-09-20,108,7
2008-09-21,108,
2008-09-22,108,6.5
2008-09-23,108,
2008-09-24,108,
2008-09-25,108,7
2008-09-26,108,
2008-09-27,108,
2008-09-28,108,
2008-09-29,108,
2008-09-30,108,
2008-10-01,108,
2008-10-02,108,
2008-10-03,108,
2008-10-04,108,
2008-10-05,108,
2008-10-06,108,
2008-10-07,108,
2008-10-08,108,
2008-10-09,108,
2008-10-10,108,0
2008-10-11,108,
2008-10-12,108,
2008-10-13,108,
2008-10-14,108,
2008-10-15,108,
2008-10-16,108,
2008-10-17,108,
2008-10-18,108,
2008-10-19,108,
2008-10-20,108,
2008-10-21,108,
2008-10-22,108,8
2008-10-23,108,9
2008-10-24,108,0.3
2008-10-25,108,3
2008-10-26,108,
2008-10-27,108,
2008-10-28,108,
2008-10-29,108,
2008-10-30,108,0
2008-10-31,108,21.5
2008-11-01,108,
2008-11-02,108,
2008-11-03,108,0
2008-11-04,108,
2008-11-05,108,
2008-11-06,108,
2008-11-07,108,
2008-11-08,108,
2008-11-09,108,1.5
2008-11-10,108,
2008-11-11,108,
2008-11-12,108,
2008-11-13,108,
2008-11-14,108,
2008-11-15,108,3.5
2008-11-16,108,
2008-11-17,108,
2008-11-18,108,
2008-11-19,108,
2008-11-20,108,1
2008-11-21,108,
2008-11-22,108,
2008-11-23,108,
2008-11-24,108,
2008-11-25,108,
2008-11-26,108,
2008-11-27,108,13
2008-11-28,108,0.4
2008-11-29,108,0.2
2008-11-30,108,
2008-12-01,108,0.1
2008-12-02,108,2.5
2008-12-03,108,
2008-12-04,108,3.5
2008-12-05,108,
2008-12-06,108,
2008-12-07,108,1.7
2008-12-08,108,7
2008-12-09,108,0.5
2008-12-10,108,0
2008-12-11,108,3.5
2008-12-12,108,
2008-12-13,108,
2008-12-14,108,
2008-12-15,108,
2008-12-16,108,
2008-12-17,108,0.4
2008-12-18,108,
2008-12-19,108,0.1
2008-12-20,108,5
2008-12-21,108,
2008-12-22,108,0.4
2008-12-23,108,0.7
2008-12-24,108,0
2008-12-25,108,0
2008-12-26,108,
2008-12-27,108,
2008-12-28,108,
2008-12-29,108,0.5
2008-12-30,108,
2008-12-31,108,
2009-01-01,108,
2009-01-02,108,
2009-01-03,108,
2009-01-04,108,
2009-01-05,108,
2009-01-06,108,
2009-01-07,108,
2009-01-08,108,
2009-01-09,108,
2009-01-10,108,
2009-01-11,108,
2009-01-12,108,
2009-01-13,108,
2009-01-14,108,
2009-01-15,108,
2009-01-16,108,3.3
2009-01-17,108,
2009-01-18,108,
2009-01-19,108,
2009-01-20,108,
2009-01-21,108,0
2009-01-22,108,0
2009-01-23,108,
2009-01-24,108,2
2009-01-25,108,0.4
2009-01-26,108,
2009-01-27,108,
2009-01-28,108,
2009-01-29,108,
2009-01-30,108,
2009-01-31,108,
2009-02-01,108,
2009-02-02,108,
2009-02-03,108,
2009-02-04,108,
2009-02-05,108,0.2
2009-02-06,108,
2009-02-07,108,
2009-02-08,108,
2009-02-09,108,
2009-02-10,108,0
2009-02-11,108,0
2009-02-12,108,0.2
2009-02-13,108,34.5
2009-02-14,108,
2009-02-15,108,0.4
2009-02-16,108,
2009-02-17,108,
2009-02-18,108,
2009-02-19,108,0.4
2009-02-20,108,1
2009-02-21,108,
2009-02-22,108,
2009-02-23,108,
2009-02-24,108,0.2
2009-02-25,108,0
2009-02-26,108,
2009-02-27,108,
2009-02-28,108,
2009-03-01,108,
2009-03-02,108,
2009-03-03,108,6.5
2009-03-04,108,
2009-03-05,108,9
2009-03-06,108,
2009-03-07,108,
2009-03-08,108,
2009-03-09,108,
2009-03-10,108,
2009-03-11,108,
2009-03-12,108,3.5
2009-03-13,108,19.5
2009-03-14,108,
2009-03-15,108,
2009-03-16,108,
2009-03-17,108,
2009-03-18,108,
2009-03-19,108,0.4
2009-03-20,108,
2009-03-21,108,10.5
2009-03-22,108,8.5
2009-03-23,108,
2009-03-24,108,
2009-03-25,108,
2009-03-26,108,6
2009-03-27,108,
2009-03-28,108,
2009-03-29,108,
2009-03-30,108,
2009-03-31,108,0
2009-04-01,108,
2009-04-02,108,
2009-04-03,108,
2009-04-04,108,
2009-04-05,108,
2009-04-06,108,
2009-04-07,108,
2009-04-08,108,
2009-04-09,108,
2009-04-10,108,
2009-04-11,108,
2009-04-12,108,
2009-04-13,108,
2009-04-14,108,0
2009-04-15,108,6
2009-04-16,108,
2009-04-17,108,
2009-04-18,108,
2009-04-19,108,
2009-04-20,108,38.5
2009-04-21,108,3
2009-04-22,108,
2009-04-23,108,
2009-04-24,108,7.5
2009-04-25,108,10.5
2009-04-26,108,0
2009-04-27,108,0.5
2009-04-28,108,0.5
2009-04-29,108,
2009-04-30,108,
2009-05-01,108,
2009-05-02,108,1.5
2009-05-03,108,
2009-05-04,108,
2009-05-05,108,
2009-05-06,108,
2009-05-07,108,
2009-05-08,108,
2009-05-09,108,
2009-05-10,108,
2009-05-11,108,36.5
2009-05-12,108,7
2009-05-13,108,
2009-05-14,108,
2009-05-15,108,0.5
2009-05-16,108,21.5
2009-05-17,108,3
2009-05-18,108,
2009-05-19,108,
2009-05-20,108,
2009-05-21,108,38
2009-05-22,108,0.5
2009-05-23,108,0.5
2009-05-24,108,
2009-05-25,108,
2009-05-26,108,
2009-05-27,108,
2009-05-28,108,
2009-05-29,108,
2009-05-30,108,
2009-05-31,108,
2009-06-01,108,
2009-06-02,108,4.5
2009-06-03,108,1.5
2009-06-04,108,
2009-06-05,108,
2009-06-06,108,
2009-06-07,108,
2009-06-08,108,
2009-06-09,108,25.5
2009-06-10,108,16.5
2009-06-11,108,0.1
2009-06-12,108,1
2009-06-13,108,
2009-06-14,108,
2009-06-15,108,
2009-06-16,108,
2009-06-17,108,0
2009-06-18,108,
2009-06-19,108,
2009-06-20,108,48.5
2009-06-21,108,0.5
2009-06-22,108,
2009-06-23,108,
2009-06-24,108,
2009-06-25,108,
2009-06-26,108,
2009-06-27,108,
2009-06-28,108,0.4
2009-06-29,108,33
2009-06-30,108,0.5
2009-07-01,108,
2009-07-02,108,96.5
2009-07-03,108,0.5
2009-07-04,108,3
2009-07-05,108,
2009-07-06,108,1
2009-07-07,108,1
2009-07-08,108,0
2009-07-09,108,190
2009-07-10,108,
2009-07-11,108,1
2009-07-12,108,114.5
2009-07-13,108,5
2009-07-14,108,140.5
2009-07-15,108,
2009-07-16,108,
2009-07-17,108,56.5
2009-07-18,108,14.5
2009-07-19,108,0.1
2009-07-20,108,0.5
2009-07-21,108,
2009-07-22,108,
2009-07-23,108,
2009-07-24,108,1
2009-07-25,108,22.5
2009-07-26,108,10.5
2009-07-27,108,0.2
2009-07-28,108,0.5
2009-07-29,108,0.1
2009-07-30,108,
2009-07-31,108,0
2009-08-01,108,21.5
2009-08-02,108,1.5
2009-08-03,108,
2009-08-04,108,
2009-08-05,108,
2009-08-06,108,0.5
2009-08-07,108,0.5
2009-08-08,108,0.5
2009-08-09,108,
2009-08-10,108,
2009-08-11,108,113.5
2009-08-12,108,80.5
2009-08-13,108,
2009-08-14,108,
2009-08-15,108,
2009-08-16,108,
2009-08-17,108,0.2
2009-08-18,108,0.1
2009-08-19,108,0
2009-08-20,108,19.5
2009-08-21,108,
2009-08-22,108,0
2009-08-23,108,
2009-08-24,108,
2009-08-25,108,9
2009-08-26,108,14.5
2009-08-27,108,17
2009-08-28,108,
2009-08-29,108,
2009-08-30,108,6.5
2009-08-31,108,
2009-09-01,108,
2009-09-02,108,
2009-09-03,108,
2009-09-04,108,
2009-09-05,108,
2009-09-06,108,
2009-09-07,108,0
2009-09-08,108,
2009-09-09,108,
2009-09-10,108,
2009-09-11,108,7
2009-09-12,108,23.5
2009-09-13,108,
2009-09-14,108,
2009-09-15,108,
2009-09-16,108,
2009-09-17,108,
2009-09-18,108,
2009-09-19,108,
2009-09-20,108,
2009-09-21,108,30.5
2009-09-22,108,
2009-09-23,108,
2009-09-24,108,
2009-09-25,108,
2009-09-26,108,
2009-09-27,108,0.5
2009-09-28,108,2
2009-09-29,108,1
2009-09-30,108,
2009-10-01,108,
2009-10-02,108,
2009-10-03,108,4
2009-10-04,108,
2009-10-05,108,
2009-10-06,108,
2009-10-07,108,
2009-10-08,108,
2009-10-09,108,
2009-10-10,108,
2009-10-11,108,
2009-10-12,108,
2009-10-13,108,13
2009-10-14,108,0.4
2009-10-15,108,
2009-10-16,108,2.5
2009-10-17,108,13.5
2009-10-18,108,
2009-10-19,108,10
2009-10-20,108,
2009-10-21,108,
2009-10-22,108,
2009-10-23,108,4
2009-10-24,108,
2009-10-25,108,
2009-10-26,108,
2009-10-27,108,
2009-10-28,108,
2009-10-29,108,
2009-10-30,108,
2009-10-31,108,19.5
2009-11-01,108,4
2009-11-02,108,
2009-11-03,108,
2009-11-04,108,0
2009-11-05,108,0.3
2009-11-06,108,0.1
2009-11-07,108,4.5
2009-11-08,108,34
2009-11-09,108,
2009-11-10,108,
2009-11-11,108,
2009-11-12,108,
2009-11-13,108,2.5
2009-11-14,108,
2009-11-15,108,0
2009-11-16,108,
2009-11-17,108,
2009-11-18,108,
2009-11-19,108,0
2009-11-20,108,0.5
2009-11-21,108,
2009-11-22,108,1
2009-11-23,108,
2009-11-24,108,
2009-11-25,108,1.5
2009-11-26,108,
2009-11-27,108,
2009-11-28,108,
2009-11-29,108,4
2009-11-30,108,
2009-12-01,108,
2009-12-02,108,
2009-12-03,108,0.5
2009-12-04,108,
2009-12-05,108,11.5
2009-12-06,108,
2009-12-07,108,
2009-12-08,108,0.2
2009-12-09,108,
2009-12-10,108,2.5
2009-12-11,108,0.5
2009-12-12,108,
2009-12-13,108,
2009-12-14,108,
2009-12-15,108,
2009-12-16,108,
2009-12-17,108,
2009-12-18,108,
2009-12-19,108,
2009-12-20,108,0
2009-12-21,108,
2009-12-22,108,
2009-12-23,108,1
2009-12-24,108,
2009-12-25,108,1.9
2009-12-26,108,
2009-12-27,108,2.2
2009-12-28,108,
2009-12-29,108,0.9
2009-12-30,108,0.3
2009-12-31,108,
2010-01-01,108,
2010-01-02,108,1.4
2010-01-03,108,
2010-01-04,108,14.2
2010-01-05,108,0
2010-01-06,108,
2010-01-07,108,
2010-01-08,108,
2010-01-09,108,0.4
2010-01-10,108,
2010-01-11,108,
2010-01-12,108,
2010-01-13,108,
2010-01-14,108,0
2010-01-15,108,0.3
2010-01-16,108,
2010-01-17,108,
2010-01-18,108,
2010-01-19,108,3
2010-01-20,108,7
2010-01-21,108,0.5
2010-01-22,108,
2010-01-23,108,
2010-01-24,108,
2010-01-25,108,
2010-01-26,108,
2010-01-27,108,2.5
2010-01-28,108,
2010-01-29,108,0
2010-01-30,108,
2010-01-31,108,
2010-02-01,108,
2010-02-02,108,
2010-02-03,108,
2010-02-04,108,0
2010-02-05,108,
2010-02-06,108,
2010-02-07,108,
2010-02-08,108,0
2010-02-09,108,12
2010-02-10,108,2
2010-02-11,108,10.5
2010-02-12,108,0.3
2010-02-13,108,1.3
2010-02-14,108,
2010-02-15,108,
2010-02-16,108,
2010-02-17,108,0.2
2010-02-18,108,2.5
2010-02-19,108,
2010-02-20,108,
2010-02-21,108,
2010-02-22,108,0
2010-02-23,108,
2010-02-24,108,
2010-02-25,108,26.5
2010-02-26,108,
2010-02-27,108,
2010-02-28,108,0
2010-03-01,108,17
2010-03-02,108,
2010-03-03,108,
2010-03-04,108,1.5
2010-03-05,108,0.3
2010-03-06,108,
2010-03-07,108,
2010-03-08,108,
2010-03-09,108,14
2010-03-10,108,7.1
2010-03-11,108,
2010-03-12,108,
2010-03-13,108,
2010-03-14,108,7
2010-03-15,108,12.5
2010-03-16,108,
2010-03-17,108,1
2010-03-18,108,0
2010-03-19,108,
2010-03-20,108,0.2
2010-03-21,108,
2010-03-22,108,9.9
2010-03-23,108,
2010-03-24,108,
2010-03-25,108,2.5
2010-03-26,108,0
2010-03-27,108,
2010-03-28,108,
2010-03-29,108,
2010-03-30,108,
2010-03-31,108,9.5
2010-04-01,108,1
2010-04-02,108,
2010-04-03,108,
2010-04-04,108,
2010-04-05,108,0
2010-04-06,108,
2010-04-07,108,
2010-04-08,108,
2010-04-09,108,
2010-04-10,108,
2010-04-11,108,0.1
2010-04-12,108,7
2010-04-13,108,1
2010-04-14,108,
2010-04-15,108,
2010-04-16,108,
2010-04-17,108,
2010-04-18,108,0
2010-04-19,108,0.2
2010-04-20,108,
2010-04-21,108,4
2010-04-22,108,4.5
2010-04-23,108,4
2010-04-24,108,
2010-04-25,108,
2010-04-26,108,27
2010-04-27,108,4.5
2010-04-28,108,9.5
2010-04-29,108,
2010-04-30,108,
2010-05-01,108,
2010-05-02,108,
2010-05-03,108,0
2010-05-04,108,
2010-05-05,108,0
2010-05-06,108,18
2010-05-07,108,
2010-05-08,108,
2010-05-09,108,
2010-05-10,108,0.1
2010-05-11,108,0.4
2010-05-12,108,
2010-05-13,108,
2010-05-14,108,
2010-05-15,108,
2010-05-16,108,
2010-05-17,108,1
2010-05-18,108,59
2010-05-19,108,0.5
2010-05-20,108,
2010-05-21,108,
2010-05-22,108,5.5
2010-05-23,108,21.5
2010-05-24,108,15.5
2010-05-25,108,0.5
2010-05-26,108,0.5
2010-05-27,108,
2010-05-28,108,
2010-05-29,108,
2010-05-30,108,
2010-05-31,108,1.5
2010-06-01,108,
2010-06-02,108,
2010-06-03,108,
2010-06-04,108,
2010-06-05,108,
2010-06-06,108,
2010-06-07,108,0.2
2010-06-08,108,
2010-06-09,108,
2010-06-10,108,
2010-06-11,108,0
2010-06-12,108,71
2010-06-13,108,18
2010-06-14,108,10.5
2010-06-15,108,
2010-06-16,108,0.5
2010-06-17,108,
2010-06-18,108,0.4
2010-06-19,108,4.5
2010-06-20,108,
2010-06-21,108,0
2010-06-22,108,
2010-06-23,108,
2010-06-24,108,
2010-06-25,108,
2010-06-26,108,3.5
2010-06-27,108,9.5
2010-06-28,108,
2010-06-29,108,0
2010-06-30,108,9.5
2010-07-01,108,
2010-07-02,108,58
2010-07-03,108,5.5
2010-07-04,108,
2010-07-05,108,
2010-07-06,108,
2010-07-07,108,
2010-07-08,108,0.1
2010-07-09,108,0.5
2010-07-10,108,0
2010-07-11,108,0.5
2010-07-12,108,
2010-07-13,108,1.5
2010-07-14,108,1
2010-07-15,108,
2010-07-16,108,57
2010-07-17,108,89.5
2010-07-18,108,2
2010-07-19,108,0
2010-07-20,108,
2010-07-21,108,0
2010-07-22,108,0.5
2010-07-23,108,4.5
2010-07-24,108,1
2010-07-25,108,0.5
2010-07-26,108,16.5
2010-07-27,108,
2010-07-28,108,
2010-07-29,108,0.5
2010-07-30,108,0.1
2010-07-31,108,
2010-08-01,108,0
2010-08-02,108,25
2010-08-03,108,
2010-08-04,108,16.5
2010-08-05,108,0.5
2010-08-06,108,3.5
2010-08-07,108,83.5
2010-08-08,108,
2010-08-09,108,
2010-08-10,108,24.5
2010-08-11,108,2.5
2010-08-12,108,5.5
2010-08-13,108,62
2010-08-14,108,7
2010-08-15,108,49.5
2010-08-16,108,0.1
2010-08-17,108,
2010-08-18,108,19.5
2010-08-19,108,
2010-08-20,108,0.5
2010-08-21,108,
2010-08-22,108,0.1
2010-08-23,108,21
2010-08-24,108,9.5
2010-08-25,108,50.5
2010-08-26,108,10
2010-08-27,108,92.5
2010-08-28,108,12.5
2010-08-29,108,99
2010-08-30,108,1.5
2010-08-31,108,2
2010-09-01,108,14.5
2010-09-02,108,37
2010-09-03,108,3
2010-09-04,108,
2010-09-05,108,49.5
2010-09-06,108,
2010-09-07,108,
2010-09-08,108,
2010-09-09,108,90.5
2010-09-10,108,74.5
2010-09-11,108,68.5
2010-09-12,108,15.5
2010-09-13,108,
2010-09-14,108,
2010-09-15,108,
2010-09-16,108,
2010-09-17,108,
2010-09-18,108,
2010-09-19,108,17.5
2010-09-20,108,25.5
2010-09-21,108,259.5
2010-09-22,108,0.5
2010-09-23,108,
2010-09-24,108,
2010-09-25,108,
2010-09-26,108,
2010-09-27,108,15.5
2010-09-28,108,0
2010-09-29,108,
2010-09-30,108,
2010-10-01,108,
2010-10-02,108,15
2010-10-03,108,7
2010-10-04,108,3
2010-10-05,108,
2010-10-06,108,
2010-10-07,108,
2010-10-08,108,
2010-10-09,108,
2010-10-10,108,
2010-10-11,108,
2010-10-12,108,0.1
2010-10-13,108,
2010-10-14,108,0.5
2010-10-15,108,
2010-10-16,108,
2010-10-17,108,
2010-10-18,108,
2010-10-19,108,
2010-10-20,108,
2010-10-21,108,
2010-10-22,108,
2010-10-23,108,
2010-10-24,108,
2010-10-25,108,
2010-10-26,108,
2010-10-27,108,
2010-10-28,108,
2010-10-29,108,
2010-10-30,108,
2010-10-31,108,
2010-11-01,108,
2010-11-02,108,
2010-11-03,108,
2010-11-04,108,
2010-11-05,108,
2010-11-06,108,
2010-11-07,108,2
2010-11-08,108,0.5
2010-11-09,108,
2010-11-10,108,
2010-11-11,108,1
2010-11-12,108,0.4
2010-11-13,108,0
2010-11-14,108,0
2010-11-15,108,
2010-11-16,108,
2010-11-17,108,0
2010-11-18,108,
2010-11-19,108,
2010-11-20,108,
2010-11-21,108,
2010-11-22,108,5
2010-11-23,108,
2010-11-24,108,
2010-11-25,108,
2010-11-26,108,
2010-11-27,108,1
2010-11-28,108,1
2010-11-29,108,
2010-11-30,108,0
2010-12-01,108,
2010-12-02,108,0.3
2010-12-03,108,
2010-12-04,108,
2010-12-05,108,0
2010-12-06,108,
2010-12-07,108,
2010-12-08,108,2.5
2010-12-09,108,
2010-12-10,108,1.5
2010-12-11,108,
2010-12-12,108,
2010-12-13,108,
2010-12-14,108,
2010-12-15,108,
2010-12-16,108,0
2010-12-17,108,1.4
